Year,Movie,Worldwide
1993,Body of Evidence,"$13,734,039 "
1993,The Vanishing,"$14,543,394 "
1993,Indian Summer,"$14,717,851 "
1993,Needful Things,"$15,185,672 "
1993,Jason Goes to Hell: The Final Friday,"$15,935,068 "
1993,Heart and Souls,"$16,479,685 "
1993,Sidekicks,"$17,180,393 "
1993,A Bronx Tale,"$17,239,789 "
1993,CB4,"$17,642,060 "
1993,Born Yesterday,"$17,760,754 "
1993,Geronimo: An American Legend,"$18,296,646 "
1993,Untamed Heart,"$18,899,204 "
1993,Sniper,"$18,994,653 "
1993,Posse,"$19,290,000 "
1993,Fire in the Sky,"$19,724,334 "
1993,Another Stakeout,"$20,107,504 "
1993,Super Mario Bros.,"$20,844,907 "
1993,Coneheads,"$21,153,686 "
1993,Army of Darkness,"$21,502,976 "
1993,Como agua para chocolate,"$21,656,534 "
1993,Much Ado About Nothing,"$22,549,338 "
1993,Guilty as Sin,"$22,622,537 "
1993,Rudy,"$22,750,363 "
1993,The Program,"$23,042,200 "
1993,Benny & Joon,"$23,202,734 "
1993,Striking Distance,"$23,798,623 "
1993,The Adventures of Huck Finn,"$24,103,594 "
1993,The Man Without a Face,"$24,760,338 "
1993,In the Name of the Father,"$25,096,862 "
1993,Shadowlands,"$25,842,377 "
1993,Son in Law,"$25,989,889 "
1993,Poetic Justice,"$27,450,453 "
1993,My Life,"$27,484,464 "
1993,Menace II Society,"$27,731,527 "
1993,Loaded Weapon 1,"$27,979,399 "
1993,Point of No Return,"$30,038,362 "
1993,A Perfect World,"$31,160,784 "
1993,The Secret Garden,"$31,181,000 "
1993,Cop and _,"$31,226,971 "
1993,Hard Target,"$31,636,358 "
1993,The Age of Innocence,"$32,014,993 "
1993,The Sandlot,"$32,416,586 "
1993,The Joy Luck Club,"$32,790,064 "
1993,Dragon: The Bruce Lee Story,"$35,112,679 "
1993,Robin Hood: Men in Tights,"$35,699,847 "
1993,Alive,"$36,299,670 "
1993,Carlito¡¯s Way,"$36,516,012 "
1993,What's Love Got to Do With It,"$39,100,956 "
1993,The Piano,"$40,207,064 "
1993,Falling Down,"$40,903,593 "
1993,Homeward Bound: The Incredible Journey,"$41,833,324 "
1993,Teenage Mutant Ninja Turtles III,"$42,273,609 "
1993,The Good Son,"$44,456,478 "
1993,Hocus Pocus,"$45,147,989 "
1993,Malice,"$46,038,636 "
1993,Addams Family Values,"$46,293,855 "
1993,Fortress,"$46,730,578 "
1993,Wayne's World 2,"$47,965,000 "
1993,Nowhere to Run,"$52,189,039 "
1993,Beethoven's 2nd,"$52,636,940 "
1993,Rookie of the Year,"$53,579,269 "
1993,The Three Musketeers,"$53,661,805 "
1993,The Beverly Hillbillies,"$55,598,481 "
1993,Tombstone,"$56,505,065 "
1993,Sister Act 2 Back in the Habit,"$57,319,029 "
1993,Rising Sun,"$63,095,271 "
1993,Dave,"$63,270,710 "
1993,The Remains of the Day,"$63,954,968 "
1993,Grumpy Old Men,"$70,172,621 "
1993,Groundhog Day,"$71,112,677 "
1993,The Nightmare Before Christmas,"$77,744,972 "
1993,Made In America,"$104,942,695 "
1993,Sliver,"$116,280,867 "
1993,Dennis the Menace,"$117,270,765 "
1993,Hot Shots! Part Deux,"$133,448,689 "
1993,Last Action Hero,"$137,298,489 "
1993,Sommersby,"$140,081,992 "
1993,Free Willy,"$153,698,625 "
1993,Cool Runnings,"$155,008,909 "
1993,Demolition Man,"$159,055,768 "
1993,In the Line of Fire,"$187,343,874 "
1993,The Pelican Brief,"$187,995,859 "
1993,Philadelphia,"$201,324,422 "
1993,Sleepless in Seattle,"$227,899,326 "
1993,Cliffhanger,"$255,000,000 "
1993,Indecent Proposal,"$266,600,000 "
1993,The Firm,"$270,340,892 "
1993,Schindler¡¯s List,"$322,197,130 "
1993,The Fugitive,"$353,715,317 "
1993,Mrs. Doubtfire,"$441,286,003 "
1993,Jurassic Park,1045573035.00 
1994,Crooklyn,"$13,024,170 "
1994,Greedy,"$13,137,484 "
1994,Bullets Over Broadway,"$13,383,747 "
1994,Threesome,"$14,793,701 "
1994,The Hudsucker Proxy,"$14,938,149 "
1994,The Madness of King George,"$15,122,669 "
1994,Bad Girls,"$15,187,851 "
1994,The Getaway,"$15,545,115 "
1994,The Next Karate Kid,"$15,851,228 "
1994,Above the Rim,"$16,026,469 "
1994,Monkey Trouble,"$16,344,520 "
1994,Terminal Velocity,"$16,478,900 "
1994,The War,"$16,480,770 "
1994,My Girl 2,"$16,559,100 "
1994,Baby¡¯s Day Out,"$16,581,575 "
1994,Blink,"$16,668,552 "
1994,Andre,"$16,774,699 "
1994,Lightning Jack,"$16,821,273 "
1994,No Escape,"$17,213,233 "
1994,Wes Craven's New Nightmare,"$18,090,181 "
1994,Milk Money,"$18,121,466 "
1994,Getting Even With Dad,"$18,195,538 "
1994,Love Affair,"$18,272,894 "
1994,Sugar Hill,"$18,423,914 "
1994,House Party 3,"$19,194,572 "
1994,Little Giants,"$19,306,362 "
1994,The Cowboy Way,"$19,731,505 "
1994,Color of Night,"$19,750,470 "
1994,Pr¨ºt-¨¤-Porter,"$19,806,668 "
1994,Only You,"$20,042,048 "
1994,With Honors,"$20,043,254 "
1994,Reality Bites,"$20,079,850 "
1994,"Corrina, Corrina","$20,146,496 "
1994,Speechless,"$20,564,705 "
1994,Iron Will,"$20,623,071 "
1994,The Air Up There,"$20,782,439 "
1994,Jason's Lyric,"$20,788,730 "
1994,8 Seconds,"$21,342,390 "
1994,Intersection,"$22,157,277 "
1994,Blue Chips,"$22,359,041 "
1994,Hum Aapke Hain Kaun!,"$23,450,000 "
1994,Renaissance Man,"$24,172,899 "
1994,Quiz Show,"$24,787,282 "
1994,Wyatt Earp,"$25,052,000 "
1994,My Father the Hero,"$25,479,558 "
1994,I.Q.,"$26,265,119 "
1994,Guarding Tess,"$27,023,278 "
1994,The Shawshank Redemption,"$28,419,159 "
1994,Drop Zone,"$28,607,015 "
1994,In the Army Now,"$28,881,266 "
1994,A Low Down Dirty Shame,"$29,317,886 "
1994,Blown Away,"$30,133,002 "
1994,Blank Check,"$30,573,770 "
1994,Major League II,"$30,626,182 "
1994,The Shadow,"$31,835,600 "
1994,Nell,"$33,592,700 "
1994,It Could Happen To You,"$37,784,369 "
1994,Ri¡éhie Ri¡éh,"$38,087,756 "
1994,On Deadly Ground,"$38,590,458 "
1994,Nobody's Fool,"$39,453,238 "
1994,City Slickers II: The Legend of Curlyÿ,"$43,440,947 "
1994,The Jungle Book,"$44,342,956 "
1994,L¨¦on,"$45,284,974 "
1994,D2: The Mighty Ducks,"$45,604,206 "
1994,The Paper,"$46,368,310 "
1994,Little Women,"$50,003,303 "
1994,When a Man Loves a Woman,"$50,021,959 "
1994,Angels in the Outfield,"$50,236,831 "
1994,Natural Born Killers,"$50,283,563 "
1994,Naked Gun 33 1/3: The Final Insult,"$51,041,856 "
1994,The Crow,"$51,094,306 "
1994,I Love Trouble,"$61,947,267 "
1994,The Little Rascals,"$66,947,950 "
1994,The River Wild,"$94,215,000 "
1994,Street Fighter,"$99,423,000 "
1994,Timecop,"$102,053,581 "
1994,Ace Ventura: Pet Detective,"$107,217,396 "
1994,Junior,"$108,431,355 "
1994,Frankenstein,"$112,006,296 "
1994,The Client,"$117,615,211 "
1994,Beverly Hills Cop III,"$119,180,938 "
1994,Star Trek: Generations,"$120,000,000 "
1994,Wolf,"$131,011,757 "
1994,Legends of the Fall,"$160,502,573 "
1994,The Specialist,"$170,362,581 "
1994,Maverick,"$183,015,237 "
1994,The Santa Clause,"$190,506,000 "
1994,Stargate,"$196,565,669 "
1994,Clear and Present Danger,"$207,500,000 "
1994,Disclosure,"$212,200,000 "
1994,Pulp Fiction,"$212,891,760 "
1994,Interview with the Vampire,"$223,564,608 "
1994,Four Weddings and a Funeral,"$242,895,809 "
1994,Dumb & Dumber,"$246,400,000 "
1994,Speed,"$283,200,000 "
1994,The Mask,"$351,620,129 "
1994,The Flintstones,"$358,500,000 "
1994,True Lies,"$365,300,000 "
1994,Forrest Gump,"$679,835,137 "
1994,The Lion King,986193783.00 
1995,Clockers,"$12,993,765 "
1995,Lord of Illusions,"$13,249,614 "
1995,Highlander: The Final Dimension,"$13,738,574 "
1995,A Kid in King Arthur's Court,"$13,747,279 "
1995,Smoke,"$13,853,284 "
1995,Candyman: Farewell to Flesh,"$13,916,665 "
1995,Kiss of Death,"$14,942,422 "
1995,Halloween: The Curse of Michael Myers,"$15,126,948 "
1995,Muriel's Wedding,"$15,188,311 "
1995,Mad Love,"$15,446,532 "
1995,Devil in a Blue Dress,"$16,030,096 "
1995,The Prophecy,"$16,091,660 "
1995,Jury Duty,"$16,941,552 "
1995,Murder in the First,"$17,300,238 "
1995,Heavy Weights,"$17,671,310 "
1995,The Big Green,"$17,736,619 "
1995,Cutthroat Island,"$18,517,322 "
1995,The Quick and the Dead,"$18,552,460 "
1995,Johnny Mnemonic,"$19,006,201 "
1995,It Takes Two,"$19,474,589 "
1995,Vampire in Brooklyn,"$19,637,147 "
1995,Sudden Death,"$20,214,270 "
1995,Kids,"$20,412,216 "
1995,Tales from the Crypt: Demon Knight,"$21,089,146 "
1995,Il Postino,"$21,840,274 "
1995,Don Juan DeMarco,"$22,032,635 "
1995,Home for the Holidays,"$22,119,269 "
1995,Circle of Friends,"$23,389,975 "
1995,Boys on the Side,"$23,418,200 "
1995,How to Make an American Quilt,"$23,600,020 "
1995,Tom and Huck,"$23,837,227 "
1995,Virtuosity,"$23,998,226 "
1995,Dead Presidents,"$24,120,194 "
1995,Dolores Claiborne,"$24,262,193 "
1995,Operation Dumbo Drop,"$24,670,346 "
1995,Billy Madison,"$25,460,475 "
1995,Desperado,"$25,532,388 "
1995,Mighty Aphrodite,"$26,000,000 "
1995,Fair Game,"$26,097,497 "
1995,Houseguest,"$26,325,256 "
1995,Now and Then,"$27,067,247 "
1995,To Die For,"$27,688,744 "
1995,Friday,"$27,936,778 "
1995,Major Payne,"$29,412,050 "
1995,Free Willy 2: The Adventure Home,"$30,077,111 "
1995,Powder,"$30,833,914 "
1995,Rob Roy,"$31,390,587 "
1995,Copycat,"$32,051,917 "
1995,Tommy Boy,"$32,648,673 "
1995,Forget Paris,"$33,194,512 "
1995,Wings of Courage,"$34,240,094 "
1995,The Usual Suspects,"$34,449,356 "
1995,Nixon,"$34,668,249 "
1995,A Goofy Movie,"$35,336,439 "
1995,The Indian in the Cupboard,"$35,627,222 "
1995,Across The Sea of Time,"$36,216,173 "
1995,"To Wong Foo Thanks for Everything, Juÿ","$36,466,570 "
1995,Just Cause,"$36,853,222 "
1995,Showgirls,"$37,750,754 "
1995,Mighty Morphin Power Rangers: The Movie,"$37,785,198 "
1995,Higher Learning,"$38,023,585 "
1995,Man of the House,"$40,029,009 "
1995,The Brady Bunch Movie,"$46,546,167 "
1995,Leaving Las Vegas,"$49,800,000 "
1995,A Walk in the Clouds,"$50,008,143 "
1995,Clueless,"$57,956,568 "
1995,The Living Sea,"$64,800,000 "
1995,Grumpier Old Men,"$71,518,503 "
1995,Father of the Bride Part II,"$76,578,911 "
1995,Money Train,"$77,224,232 "
1995,Something to Talk About,"$77,307,226 "
1995,Waiting to Exhale,"$81,452,156 "
1995,Dead Man Walking,"$83,088,295 "
1995,Assassins,"$83,306,268 "
1995,Sabrina,"$87,100,000 "
1995,French Kiss,"$98,393,930 "
1995,Under Siege 2: Dark Territory,"$104,324,083 "
1995,Mr. Holland¡¯s Opus,"$106,282,604 "
1995,The American President,"$107,822,813 "
1995,Casino,"$110,400,000 "
1995,The Net,"$110,521,733 "
1995,Species,"$113,354,449 "
1995,Judge Dredd,"$113,487,912 "
1995,Get Shorty,"$115,021,008 "
1995,Mortal Kombat,"$122,133,227 "
1995,First Knight,"$127,361,412 "
1995,Sense and Sensibility,"$134,993,774 "
1995,Nine Months,"$138,486,431 "
1995,Bad Boys,"$141,247,413 "
1995,Congo,"$152,022,333 "
1995,Crimson Tide,"$159,387,195 "
1995,12 Monkeys,"$168,841,459 "
1995,The Bridges of Madison County,"$175,516,617 "
1995,Dangerous Minds,"$178,919,401 "
1995,While You Were Sleeping,"$182,057,016 "
1995,Heat,"$187,433,328 "
1995,Outbreak,"$190,023,573 "
1995,Braveheart,"$209,045,244 "
1995,Ace Ventura: When Nature Calls,"$212,400,000 "
1995,Babe,"$246,100,000 "
1995,Jumanji,"$262,758,310 "
1995,Waterworld,"$264,246,220 "
1995,Casper,"$282,300,000 "
1995,Se7en,"$328,125,643 "
1995,Apollo 13,"$335,802,271 "
1995,Batman Forever,"$336,529,144 "
1995,Pocahontas,"$347,100,000 "
1995,Goldeneye,"$356,429,933 "
1995,Toy Story,"$365,270,951 "
1995,Die Hard: With a Vengeance,"$366,101,666 "
1996,Lone Star,"$12,961,389 "
1996,Ghosts of Mississippi,"$13,052,741 "
1996,Bio-Dome,"$13,294,762 "
1996,She's the One,"$13,795,053 "
1996,The Arrival,"$14,031,906 "
1996,Big Night,"$14,186,316 "
1996,The Chamber,"$14,407,578 "
1996,The Substitute,"$14,675,167 "
1996,Thinner,"$15,171,475 "
1996,Secrets & Lies,"$16,090,874 "
1996,Flirting with Disaster,"$16,149,180 "
1996,Supercop,"$16,270,600 "
1996,The Frighteners,"$16,554,422 "
1996,Diabolique,"$17,100,266 "
1996,The Phantom,"$17,220,599 "
1996,Extreme Measures,"$17,378,193 "
1996,The Crow: City of Angels,"$17,897,671 "
1996,Last Man Standing,"$18,149,997 "
1996,The Fan,"$18,582,965 "
1996,Kazaam,"$18,880,508 "
1996,Bed of Roses,"$18,972,237 "
1996,Mother,"$19,174,217 "
1996,Don't Be a Menace to South Central Whÿ,"$19,674,813 "
1996,Fled,"$19,892,205 "
1996,Multiplicity,"$20,133,326 "
1996,The People vs. Larry Flynt,"$20,224,840 "
1996,City Hall,"$20,278,055 "
1996,Fear,"$20,694,623 "
1996,High School High,"$20,995,023 "
1996,A Very Brady Sequel,"$21,443,204 "
1996,The Quest,"$21,607,190 "
1996,Bulletproof,"$22,230,840 "
1996,My Fellow Americans,"$22,331,846 "
1996,The Juror,"$22,730,924 "
1996,D3: The Mighty Ducks,"$22,936,273 "
1996,In Love and War,"$25,372,294 "
1996,Escape from L.A.,"$25,426,861 "
1996,Down Periscope,"$25,723,977 "
1996,From Dusk Till Dawn,"$25,736,162 "
1996,First Kid,"$26,465,920 "
1996,Harriet the Spy,"$26,570,048 "
1996,Eye for an Eye,"$26,792,700 "
1996,Spy Hard,"$26,936,265 "
1996,Michael Collins,"$27,572,844 "
1996,The Island of Dr. Moreau,"$27,682,712 "
1996,James and the Giant Peach,"$28,921,264 "
1996,Flipper,"$30,593,313 "
1996,Eddie,"$31,369,401 "
1996,Kingpin,"$32,223,424 "
1996,Black Sheep,"$32,330,354 "
1996,Homeward Bound II: Lost in San Francisco,"$32,709,423 "
1996,Matilda,"$33,098,222 "
1996,The Long Kiss Goodnight,"$33,447,612 "
1996,The Truth About Cats & Dogs,"$34,084,531 "
1996,Sling Blade,"$34,175,000 "
1996,Muppet Treasure Island,"$34,327,391 "
1996,That Thing You Do!,"$34,557,416 "
1996,Everyone Says I Love You,"$34,600,000 "
1996,A Thin Line Between Love & Hate,"$34,873,513 "
1996,Set It Off,"$36,049,108 "
1996,Rumble in the Bronx,"$36,238,752 "
1996,The Glimmer Man,"$36,404,841 "
1996,Fly Away Home,"$36,469,322 "
1996,Shine,"$36,675,932 "
1996,The Adventures of Pinocchio,"$36,682,170 "
1996,Emma,"$37,831,658 "
1996,Sgt. Bilko,"$37,956,589 "
1996,The Ghost and the Darkness,"$38,564,422 "
1996,Happy Gilmore,"$41,004,412 "
1996,The Mirror Has Two Faces,"$41,267,469 "
1996,One Fine Day,"$46,169,663 "
1996,Fargo,"$51,203,507 "
1996,Maximum Risk,"$51,702,929 "
1996,The Craft,"$55,669,466 "
1996,The Preacher¡¯s Wife,"$56,432,646 "
1996,Jack,"$58,617,334 "
1996,Chain Reaction,"$60,209,334 "
1996,Beavis and Butt-Head Do America,"$63,118,386 "
1996,Trainspotting,"$71,548,935 "
1996,Tin Cup,"$75,854,588 "
1996,Les Visiteurs,"$98,754,000 "
1996,Up Close & Personal,"$100,645,801 "
1996,Courage Under Fire,"$100,833,145 "
1996,Mars Attacks!,"$101,371,017 "
1996,Primal Fear,"$102,573,633 "
1996,The Cable Guy,"$102,825,796 "
1996,Dragonheart,"$104,364,680 "
1996,Striptease,"$113,309,743 "
1996,Michael,"$119,745,070 "
1996,Executive Decision,"$122,079,192 "
1996,Jingle All the Way,"$129,832,389 "
1996,Romeo+Juliet,"$147,542,381 "
1996,Broken Arrow,"$148,345,997 "
1996,Star Trek: First Contact,"$150,000,000 "
1996,Evita,"$151,947,179 "
1996,Phenomenon,"$152,036,382 "
1996,A Time to Kill,"$152,266,007 "
1996,Daylight,"$158,908,290 "
1996,Sleepers,"$165,600,852 "
1996,Scream,"$173,046,640 "
1996,The First Wives Club,"$181,489,203 "
1996,The Birdcage,"$181,760,553 "
1996,The English Patient,"$231,710,008 "
1996,Eraser,"$234,400,000 "
1996,Space Jam,"$250,180,384 "
1996,Jerry Maguire,"$273,552,592 "
1996,The Nutty Professor,"$273,814,019 "
1996,101 Dalmatians,"$304,200,000 "
1996,Ransom,"$308,700,000 "
1996,The Hunchback of Notre Dame,"$325,500,000 "
1996,The Rock,"$336,069,511 "
1996,Mission: Impossible,"$457,697,994 "
1996,Twister,"$495,700,000 "
1996,Independence Day,817400878.00 
1997,Rosewood,"$13,104,494 "
1997,Trial And Error,"$13,602,831 "
1997,The Wings of the Dove,"$13,718,385 "
1997,The Man Who Knew Too Little,"$13,801,755 "
1997,Def Jam's How To Be a Player,"$14,010,363 "
1997,Fairytale: A True Story,"$14,059,077 "
1997,Excess Baggage,"$14,351,432 "
1997,Jackie Chan¡¯s First Strike,"$14,601,662 "
1997,A Life Less Ordinary,"$14,633,270 "
1997,The Sixth Man,"$14,765,099 "
1997,Eve's Bayou,"$14,843,425 "
1997,Chasing Amy,"$15,155,095 "
1997,Rocket Man,"$15,448,043 "
1997,Ulee's Gold,"$15,600,000 "
1997,Wes Craven's Wishmaster,"$15,719,109 "
1997,The Ice Storm,"$16,011,975 "
1997,Fire Down Below,"$16,148,906 "
1997,That Old Feeling,"$17,239,218 "
1997,That Darn Cat,"$18,301,828 "
1997,Gone Fishin',"$19,745,922 "
1997,Booty Call,"$20,066,917 "
1997,The Postman,"$20,841,123 "
1997,The Apostle,"$21,277,770 "
1997,Red Corner,"$22,442,815 "
1997,Hoodlum,"$23,489,997 "
1997,Good Burger,"$23,712,993 "
1997,Midnight in the Garden of Good and Evil,"$25,078,937 "
1997,Mimic,"$25,514,479 "
1997,Murder at 1600,"$25,842,024 "
1997,An American Werewolf in Paris,"$26,570,463 "
1997,Event Horizon,"$26,673,954 "
1997,Air Bud,"$27,788,649 "
1997,Mr. Magoo,"$28,937,192 "
1997,Out to Sea,"$28,985,323 "
1997,Romy and Michele's High School Reunion,"$29,235,353 "
1997,Fools Rush In,"$29,299,524 "
1997,Home Alone III,"$30,692,437 "
1997,Grosse Pointe Blank,"$31,070,412 "
1997,Thrill Ride: The Science of Fun,"$31,279,211 "
1997,Picture Perfect,"$31,301,775 "
1997,For Richer or Poorer,"$31,680,796 "
1997,Metro,"$32,017,895 "
1997,The Relic,"$33,956,608 "
1997,The Edge,"$34,099,255 "
1997,Addicted To Love,"$34,673,095 "
1997,Father's Day,"$35,681,080 "
1997,Selena,"$35,782,828 "
1997,Vegas Vacation,"$36,470,465 "
1997,Beverly Hills Ninja,"$37,639,029 "
1997,Money Talks,"$41,076,865 "
1997,Private Parts,"$41,198,146 "
1997,Boogie Nights,"$43,111,725 "
1997,Soul Food,"$43,492,389 "
1997,The Rainmaker,"$45,916,769 "
1997,G.I. Jane,"$48,169,156 "
1997,Absolute Power,"$50,068,310 "
1997,Breakdown,"$50,159,144 "
1997,Mortal Kombat: Annihilation,"$51,327,406 "
1997,Amistad,"$58,250,151 "
1997,Jungle 2 Jungle,"$59,925,026 "
1997,Kiss the Girls,"$60,527,873 "
1997,Mouse Hunt,"$61,894,591 "
1997,The Peacemaker,"$62,967,368 "
1997,Cop Land,"$63,706,632 "
1997,Wag the Dog,"$64,252,038 "
1997,Nothing To Lose,"$64,594,061 "
1997,Donnie Brasco,"$65,303,052 "
1997,Austin Powers: International Man of Mÿ,"$67,683,989 "
1997,Jackie Brown,"$74,727,492 "
1997,The Game,"$80,369,970 "
1997,In & Out,"$83,226,569 "
1997,Spawn,"$87,949,859 "
1997,Volcano,"$120,100,000 "
1997,Starship Troopers,"$121,100,000 "
1997,I Know What You Did Last Summer,"$125,250,091 "
1997,L.A. Confidential,"$126,204,977 "
1997,Seven Years in Tibet,"$131,445,884 "
1997,Anaconda,"$136,998,907 "
1997,Anastasia,"$139,801,096 "
1997,The Devil's Own,"$140,900,000 "
1997,Conspiracy Theory,"$142,783,718 "
1997,Speed 2: Cruise Control,"$150,468,000 "
1997,Devil¡¯s Advocate,"$153,007,424 "
1997,The Jackal,"$159,356,941 "
1997,Alien: Resurrection,"$160,700,000 "
1997,Contact,"$165,900,000 "
1997,The Saint,"$169,400,000 "
1997,Scream 2,"$172,363,301 "
1997,George Of The Jungle,"$174,463,257 "
1997,Flubber,"$177,993,801 "
1997,Dante¡¯s Peak,"$178,200,000 "
1997,Con Air,"$224,117,573 "
1997,Good Will Hunting,"$225,925,989 "
1997,Batman & Robin,"$238,317,814 "
1997,Face/Off,"$241,199,984 "
1997,Hercules,"$250,700,000 "
1997,Bean,"$256,574,128 "
1997,The Full Monty,"$261,249,383 "
1997,The Fifth Element,"$263,892,820 "
1997,My Best Friend's Wedding,"$298,923,419 "
1997,Liar Liar,"$302,710,615 "
1997,As Good as it Gets,"$314,111,923 "
1997,Air Force One,"$315,268,353 "
1997,Tomorrow Never Dies,"$339,504,276 "
1997,Men in Black,"$587,790,539 "
1997,The Lost World: Jurassic Park,"$618,638,999 "
1997,Titanic,2222947882.00 
1998,Senseless,"$13,109,234 "
1998,Africa's Elephant Kingdom,"$13,485,455 "
1998,Hush,"$13,587,246 "
1998,Desperate Measures,"$13,678,274 "
1998,Fear and Loathing in Las Vegas,"$13,711,903 "
1998,The Spanish Prisoner,"$13,835,130 "
1998,Les Miserables,"$13,887,945 "
1998,Blues Brothers 2000,"$14,089,198 "
1998,Soldier,"$14,623,082 "
1998,Twilight,"$15,055,091 "
1998,Dead Man on Campus,"$15,064,948 "
1998,Dance With Me,"$15,923,354 "
1998,A Simple Plan,"$16,316,273 "
1998,54,"$16,757,163 "
1998,Central do Brasil,"$17,006,158 "
1998,Half Baked,"$17,394,881 "
1998,Simon Birch,"$18,310,591 "
1998,The Odd Couple II,"$18,912,328 "
1998,Disturbing Behavior,"$19,014,238 "
1998,The Replacement Killers,"$19,035,741 "
1998,Rushmore,"$19,080,435 "
1998,Hard Rain,"$19,870,567 "
1998,Vampires,"$20,268,825 "
1998,Very Bad Things,"$21,094,974 "
1998,Little Voice,"$21,787,233 "
1998,He Got Game,"$22,411,948 "
1998,Beloved,"$22,852,487 "
1998,Rounders,"$22,921,898 "
1998,The Players Club,"$23,047,939 "
1998,Fallen,"$25,310,938 "
1998,Can't Hardly Wait,"$25,358,996 "
1998,Les Couloirs du temps: Les visiteurs 2,"$26,146,072 "
1998,One True Thing,"$26,708,196 "
1998,Species 2,"$26,817,565 "
1998,The Big Hit,"$27,073,371 "
1998,Paulie,"$27,084,499 "
1998,Dark City,"$27,257,061 "
1998,The Object of my Affection,"$29,145,924 "
1998,Bulworth,"$29,203,383 "
1998,Madeline,"$29,858,048 "
1998,Jane Austen's Mafia,"$30,143,795 "
1998,A Night at the Roxbury,"$30,331,165 "
1998,Mr. Nice Guy,"$31,716,953 "
1998,Mercury Rising,"$32,983,332 "
1998,Jack Frost,"$34,645,374 "
1998,Psycho,"$37,226,218 "
1998,How Stella Got Her Groove Back,"$37,672,944 "
1998,Quest for Camelot,"$38,172,500 "
1998,Primary Colors,"$39,017,984 "
1998,I Still Know What You Did Last Summer,"$40,020,622 "
1998,The Faculty,"$40,283,321 "
1998,Meet Joe Black,"$44,650,003 "
1998,The Big Lebowski,"$46,189,568 "
1998,The Avengers,"$48,585,416 "
1998,The Negotiator,"$49,105,766 "
1998,Pleasantville,"$49,805,462 "
1998,Sphere,"$50,168,294 "
1998,Mighty Joe Young,"$50,632,037 "
1998,Bride of Chucky,"$50,692,188 "
1998,The Borrowers,"$54,045,832 "
1998,Halloween: H2O,"$55,041,738 "
1998,Waking Ned Devine,"$55,193,251 "
1998,Great Expectations,"$55,406,438 "
1998,Wild Things,"$55,576,210 "
1998,Spice World,"$56,042,592 "
1998,A Civil Action,"$56,709,981 "
1998,The Man in the Iron Mask,"$56,968,169 "
1998,U.S. Marshals,"$57,833,603 "
1998,Sliding Doors,"$58,809,149 "
1998,Ever After: A Cinderella Story,"$65,705,772 "
1998,A Perfect Murder,"$67,658,331 "
1998,Practical Magic,"$68,336,997 "
1998,Babe: Pig in the City,"$69,131,860 "
1998,Ronin,"$70,692,101 "
1998,What Dreams May Come,"$71,485,043 "
1998,Small Soldiers,"$71,743,823 "
1998,Urban Legend,"$72,571,864 "
1998,Out of Sight,"$77,562,568 "
1998,Hope Floats,"$81,529,000 "
1998,Elizabeth,"$82,150,642 "
1998,The Parent Trap,"$83,977,418 "
1998,Mysteries of Egypt,"$90,000,000 "
1998,The Thin Red Line,"$97,709,034 "
1998,T-Rex: Back to the Cretaceous,"$103,032,128 "
1998,Snake Eyes,"$103,891,409 "
1998,The Siege,"$116,625,798 "
1998,Star Trek: Insurrection,"$117,800,000 "
1998,The Wedding Singer,"$123,345,725 "
1998,Everest,"$127,990,128 "
1998,Blade,"$131,237,688 "
1998,Lost In Space,"$136,047,317 "
1998,The Rugrats Movie,"$140,894,685 "
1998,Antz,"$152,457,863 "
1998,Stepmom,"$159,745,279 "
1998,"Six Days, Seven Nights","$164,800,000 "
1998,The Horse Whisperer,"$186,883,563 "
1998,The X Files: Fight the Future,"$189,176,423 "
1998,The Waterboy,"$190,191,646 "
1998,City of Angels,"$198,750,909 "
1998,Patch Adams,"$202,173,000 "
1998,The Prince of Egypt,"$218,613,188 "
1998,La vita ¨¨ bella,"$229,375,361 "
1998,The Mask of Zorro,"$233,700,000 "
1998,Rush Hour,"$245,300,000 "
1998,Enemy of the State,"$250,649,836 "
1998,You¡¯ve Got Mail,"$250,800,000 "
1998,The Truman Show,"$264,118,201 "
1998,Shakespeare in Love,"$279,500,000 "
1998,Lethal Weapon 4,"$285,400,000 "
1998,Doctor Dolittle,"$294,156,605 "
1998,Mulan,"$303,500,000 "
1998,Deep Impact,"$349,464,664 "
1998,A Bug¡¯s Life,"$363,095,319 "
1998,There's Something About Mary,"$369,884,651 "
1998,Godzilla,"$376,000,000 "
1998,Saving Private Ryan,"$485,035,085 "
1998,Armageddon,"$554,600,000 "
1999,Angela's Ashes,"$13,038,660 "
1999,The Deep End of the Ocean,"$13,508,635 "
1999,The Messenger: The Story of Joan of Arc,"$14,271,297 "
1999,Snow Falling on Cedars,"$14,378,353 "
1999,Tea with Mussolini,"$14,395,874 "
1999,Music of the Heart,"$14,849,583 "
1999,The Corruptor,"$15,164,492 "
1999,The Mod Squad,"$15,415,361 "
1999,In Too Deep,"$15,471,229 "
1999,Muppets From Space,"$16,304,786 "
1999,Bringing Out The Dead,"$16,640,210 "
1999,True Crime,"$16,676,845 "
1999,Election,"$17,202,854 "
1999,The Rage: Carrie 2,"$17,760,244 "
1999,Anywhere But Here,"$18,653,615 "
1999,Summer of Sam,"$19,288,130 "
1999,Doug's 1st Movie,"$19,421,271 "
1999,Buena Vista Social Club,"$19,809,190 "
1999,Boys Don't Cry,"$20,741,000 "
